country,country_code,continent,population,indicator,daily_count,date,rate_14_day,source
India,IND,Asia,1380004385,confirmed cases,40,2020-03-21,0.014492708,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,89,2020-03-22,0.020724572,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,119,2020-03-23,0.029347733,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,53,2020-03-24,0.032463665,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,70,2020-03-25,0.037101331,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,87,2020-03-26,0.041738998,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,75,2020-03-27,0.047028836,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,149,2020-03-28,0.057246195,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,106,2020-03-29,0.064420085,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,92,2020-03-30,0.07086934,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,180,2020-03-31,0.081593944,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,146,2020-04-01,0.091304058,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,568,2020-04-02,0.130434368,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,336,2020-04-03,0.152898065,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,601,2020-04-04,0.19355011,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,472,2020-04-05,0.221303645,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,693,2020-04-06,0.262897715,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,354,2020-04-07,0.28470924,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,773,2020-04-08,0.335651107,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,540,2020-04-09,0.36847709,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,678,2020-04-10,0.412172603,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1035,2020-04-11,0.476375298,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,909,2020-04-12,0.534563519,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,796,2020-04-13,0.585577849,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1211,2020-04-14,0.660287757,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1075,2020-04-15,0.727606384,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,942,2020-04-16,0.754707747,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1007,2020-04-17,0.803330781,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,991,2020-04-18,0.83159156,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1334,2020-04-19,0.89405513,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1553,2020-04-20,0.956373773,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1335,2020-04-21,1.027460503,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1384,2020-04-22,1.071735725,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1409,2020-04-23,1.134706539,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1684,2020-04-24,1.207604858,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1429,2020-04-25,1.236155492,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1990,2020-04-26,1.314488577,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1396,2020-04-27,1.3579667,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1543,2020-04-28,1.382024594,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1897,2020-04-29,1.441589622,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1718,2020-04-30,1.497821328,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,1993,2020-05-01,1.569270376,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,2293,2020-05-02,1.663617902,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,2644,2020-05-03,1.758545137,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,2553,2020-05-04,1.831008675,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3900,2020-05-05,2.016877649,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,2958,2020-05-06,2.130935258,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3561,2020-05-07,2.286876791,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3390,2020-05-08,2.410499587,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3320,2020-05-09,2.547528137,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3277,2020-05-10,2.64078871,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,4213,2020-05-11,2.844918496,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3604,2020-05-12,2.994265848,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3525,2020-05-13,3.112236488,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3722,2020-05-14,3.257453417,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3967,2020-05-15,3.400496441,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,3970,2020-05-16,3.522017794,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,4987,2020-05-17,3.691799863,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,5242,2020-05-18,3.886654317,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,4970,2020-05-19,3.964190302,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,5611,2020-05-20,4.156436068,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,5609,2020-05-21,4.304841394,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,6088,2020-05-22,4.500348019,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,6654,2020-05-23,4.741941454,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,6767,2020-05-24,4.994839201,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,6977,2020-05-25,5.19512842,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,6535,2020-05-26,5.407519049,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,6387,2020-05-27,5.614909695,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,6566,2020-05-28,5.820995996,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,7466,2020-05-29,6.074545915,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,7964,2020-05-30,6.363965286,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,8380,2020-05-31,6.609834069,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,8392,2020-06-01,6.838094214,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,8171,2020-06-02,7.070049998,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,8909,2020-06-03,7.309034746,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9304,2020-06-04,7.576787519,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9851,2020-06-05,7.849467812,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9887,2020-06-06,8.08374243,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9971,2020-06-07,8.315915605,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9983,2020-06-08,8.533741,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9987,2020-06-09,8.783885132,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9985,2020-06-10,9.044608942,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,9996,2020-06-11,9.293158876,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,10956,2020-06-12,9.546056624,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,11458,2020-06-13,9.799244225,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,11929,2020-06-14,10.05641732,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,11502,2020-06-15,10.28177892,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,10667,2020-06-16,10.46264791,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,10974,2020-06-17,10.61228512,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,12881,2020-06-18,10.87148719,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,13586,2020-06-19,11.14213851,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,14516,2020-06-20,11.47757223,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,15413,2020-06-21,11.8719188,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,14821,2020-06-22,12.22249739,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,14933,2020-06-23,12.58090205,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,15968,2020-06-24,13.0144514,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,16922,2020-06-25,13.51633386,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,17296,2020-06-26,13.97575269,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,18552,2020-06-27,14.48980903,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,19906,2020-06-28,15.06785067,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,19459,2020-06-29,15.64444304,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,18522,2020-06-30,16.21364413,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,18653,2020-07-01,16.77009164,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,19148,2020-07-02,17.22422063,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,20903,2020-07-03,17.75443634,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,22771,2020-07-04,18.35262284,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,24850,2020-07-05,19.03646125,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,24248,2020-07-06,19.71957502,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,22252,2020-07-07,20.24993566,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,22752,2020-07-08,20.7415283,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,24879,2020-07-09,21.31812067,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,26506,2020-07-10,21.98550985,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,27114,2020-07-11,22.60594266,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,28637,2020-07-12,23.23862181,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,28701,2020-07-13,23.90832983,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,28498,2020-07-14,24.63122608,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,29429,2020-07-15,25.41209317,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,32695,2020-07-16,26.39375671,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,34956,2020-07-17,27.41208681,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,34884,2020-07-18,28.28983764,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,38902,2020-07-19,29.30809528,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,40425,2020-07-20,30.48033793,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,37148,2020-07-21,31.55975479,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,37724,2020-07-22,32.64467888,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,45720,2020-07-23,34.15489147,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,49310,2020-07-24,35.80734999,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,48916,2020-07-25,37.38720004,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,48661,2020-07-26,38.83820992,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,49931,2020-07-27,40.37661083,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,47703,2020-07-28,41.76827308,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,48513,2020-07-29,43.15116723,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,52123,2020-07-30,44.55898885,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,55078,2020-07-31,46.01710016,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,57118,2020-08-01,47.62825446,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,54735,2020-08-02,48.77556965,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,52972,2020-08-03,49.68476966,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,52050,2020-08-04,50.7646213,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,52509,2020-08-05,51.83599471,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,56282,2020-08-06,52.6013546,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,62538,2020-08-07,53.55990228,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,61537,2020-08-08,54.47446459,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,64399,2020-08-09,55.61489575,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,62064,2020-08-10,56.49409585,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,53601,2020-08-11,56.9214858,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,60963,2020-08-12,57.82365684,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,66999,2020-08-13,58.90162443,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,64553,2020-08-14,59.58821645,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,65002,2020-08-15,60.15951899,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,63490,2020-08-16,60.79393726,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,57981,2020-08-17,61.15690712,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,55079,2020-08-18,61.37639918,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,64531,2020-08-19,62.24755583,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,69652,2020-08-20,63.21639333,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,68898,2020-08-21,63.67726143,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,69878,2020-08-22,64.2816798,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,69239,2020-08-23,64.63240332,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,61408,2020-08-24,64.58486724,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,60975,2020-08-25,65.11921337,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,67151,2020-08-26,65.56761774,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,75760,2020-08-27,66.2024708,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,77266,2020-08-28,67.12369976,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,76472,2020-08-29,67.95485653,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,78761,2020-08-30,69.06144722,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,78512,2020-08-31,70.54919612,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,69921,2020-09-01,71.62469995,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,78357,2020-09-02,72.62658082,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,83883,2020-09-03,73.65780943,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,83341,2020-09-04,74.70440031,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,86432,2020-09-05,75.90396171,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,90632,2020-09-06,77.45417418,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,90802,2020-09-07,79.58416741,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,75809,2020-09-08,80.65909153,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,89706,2020-09-09,82.29350663,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,95735,2020-09-10,83.74096579,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,96551,2020-09-11,85.13842512,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,97570,2020-09-12,86.66726084,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,94372,2020-09-13,87.79848913,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,92071,2020-09-14,88.78102224,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,83809,2020-09-15,89.78739586,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,90123,2020-09-16,90.64000184,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,97894,2020-09-17,91.65528847,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,96424,2020-09-18,92.60332894,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,93337,2020-09-19,93.10368967,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,confirmed cases,92605,2020-09-20,93.24666023,"Epidemic intelligence, national daily data"
